id,name,license_id,address_number,address_street_name,ssn,id_license,age,height,eye_color,hair_color,gender,plate_number,car_make,car_model,annual_income,transcript,fitness_membership_status,fitness_join_date,has_license,has_income,has_interview,is_fitness_member,age_group,income_group
34442,Federico Seil,979038.0,1342,Limeditch Way,498822198,979038.0,79.0,54.0,green,black,male,BFVR1J,Suzuki,Swift,62700.0,"   Pennyworth only of beautiful Soup?
",,,1,1,1,0,60+,Выше среднего
34453,Eddie Zilka,347338.0,3775,Cumnock Rd,531331160,347338.0,64.0,64.0,amber,black,male,Y6F0G1,Daewoo,Lanos,,,,,1,0,0,0,60+,Низкий
34465,Wes Brakhage,340808.0,1557,Lanceley Dr,458288854,340808.0,45.0,73.0,green,blonde,male,054NFQ,Chevrolet,Monte Carlo,46700.0,,,,1,1,0,0,40-50,Выше среднего
34473,Olen Langholz,672155.0,1891,Farmhill Blvd,802388633,672155.0,78.0,50.0,amber,red,male,F6I4IX,Chevrolet,Silverado 3500,36300.0,"
",,,1,1,1,0,60+,Ниже среднего
34475,Brant Meuler,472154.0,1977,Greisen Ave,998954933,472154.0,32.0,50.0,black,white,male,CKCLCX,Chevrolet,Corvette,28400.0,"‘Boots and shoes under the sea,’ the Gryphon went on in a deep voice,
",,,1,1,1,0,30-40,Ниже среднего
34482,Latricia Pedretti,138154.0,3127,Fornelius Rd,590628532,138154.0,61.0,61.0,black,white,female,3YBBK6,Jaguar,XK,22400.0,"
",,,1,1,1,0,60+,Ниже среднего
34491,Norman Kirkley,374487.0,3515,W Ethel Ave,211047647,374487.0,65.0,78.0,brown,black,male,6615Q8,Ford,GT,83500.0,"
",,,1,1,1,0,60+,Высокий
34494,Gonzalo Snoots,956020.0,3005,Mir Mirou Rd,349944098,956020.0,88.0,81.0,blue,green,male,E18571,Aston Martin,DB9,82700.0,"Alice opened the door and found that it led into a small passage, not
",,,1,1,1,0,60+,Высокий
34498,Wendi Mitschelen,519863.0,581,Fotheringham Way,108446565,519863.0,82.0,54.0,blue,blue,female,Y058K5,Chevrolet,Volt,15900.0,"RED rose-tree, and we put a white one in by mistake; and if the Queen
",,,1,1,1,0,60+,Ниже среднего
34522,Jerica Sverchek,270529.0,3747,Cades Rd,642086920,270529.0,61.0,78.0,green,black,female,4K2414,Ford,F350,70900.0,,,,1,1,0,0,60+,Высокий
34538,Denita Mccracken,418929.0,405,Hidden Mine Rd,814390998,418929.0,71.0,67.0,green,blue,female,W56327,Buick,Terraza,89100.0,,,,1,1,0,0,60+,Высокий
34544,Conrad Morad,325685.0,3784,Back Parnaby Dr,801747625,325685.0,48.0,58.0,brown,blonde,male,FZY1IV,Ford,Explorer,64800.0,"The moment Alice appeared, she was appealed to by all three to settle
",,,1,1,1,0,40-50,Высокий
34551,Coreen Revette,502060.0,1995,Joynt Blvd,868182200,502060.0,50.0,62.0,black,green,female,045C7D,Nissan,Xterra,77500.0,,,,1,1,0,0,40-50,Высокий
34564,Markus Bordwine,678557.0,887,East University Dr,648891032,678557.0,72.0,55.0,black,black,male,2AI0C3,Ford,Ranger,,,,,1,0,0,0,60+,Низкий
34591,Orlando Troutman,441043.0,1935,Juliette Blvd,872549777,441043.0,85.0,74.0,blue,blonde,male,58M4WL,Mazda,MAZDA6,18600.0,,,,1,1,0,0,60+,Ниже среднего
34592,Cordell Lindamood,592762.0,3657,Franklin Ave,509890333,592762.0,58.0,55.0,green,red,male,5ZAUY3,Toyota,Yaris,,"‘How do you like the Queen?’ said the Cat in a low voice.
",,,1,0,1,0,50-60,Низкий
34613,Kenisha Sowell,940444.0,887,Polvadero Ave,163244505,940444.0,57.0,82.0,blue,blonde,female,UL736P,Mercury,Grand Marquis,52100.0,,,,1,1,0,0,50-60,Выше среднего
34615,Margert Shouldice,611543.0,3374,Livermore Blvd,730077178,611543.0,70.0,80.0,blue,green,female,21Z43Z,Honda,Odyssey,11300.0,"
",,,1,1,1,0,60+,Ниже среднего
34616,Frederica Wignall,164522.0,187,Sybil Rd,349552248,164522.0,65.0,74.0,black,black,female,K05IG2,Mercedes-Benz,SL-Class,,"ringlets, and mine doesn’t go in ringlets at all; and I’m sure I can’t
",,,1,0,1,0,60+,Низкий
34620,Benton Abood,997283.0,3797,Jason Circle,436404239,997283.0,50.0,82.0,amber,blue,male,NOTT82,Ford,Explorer,39200.0,"who I WAS when I got up this morning, but I think I must have been
",,,1,1,1,0,40-50,Выше среднего
34621,Meredith Mcglory,251182.0,2407,Portnall Way,413458785,251182.0,58.0,76.0,blue,red,female,F33YR3,Ford,Expedition,71000.0,"‘How do you like the Queen?’ said the Cat in a low voice.
",,,1,1,1,0,50-60,Высокий
34642,Mose Dreier,747500.0,112,Crinan Rd,748001843,747500.0,79.0,53.0,blue,grey,male,4QWMM1,Chrysler,Voyager,76200.0,"‘Would it be of any use, now,’ thought Alice, ‘to speak to this mouse?
",,,1,1,1,0,60+,Высокий
34646,Rima Bendtsen,245835.0,3688,Dunshee Ave,575380526,245835.0,29.0,66.0,black,white,female,TJIX0I,Ford,Crown Victoria,,"through the little door into that lovely garden. First, however, she
",,,1,0,1,0,20-30,Низкий
34651,Ivelisse Szumny,448511.0,2686,Rushwood Ave,161161852,448511.0,44.0,68.0,black,blue,female,4EVU1C,Lotus,Elise,65500.0,"appeared; but she ran off as hard as she could, and soon found herself
",,,1,1,1,0,40-50,Высокий
34665,Timothy Hult,704159.0,1372,Pindari Way,810960530,704159.0,25.0,75.0,blue,green,male,27N52F,Oldsmobile,Cutlass,79800.0,,,,1,1,0,0,20-30,Высокий
34690,Enola Venzon,919158.0,725,Calle Amigo Blvd,664095129,919158.0,86.0,82.0,brown,green,female,N47831,Acura,MDX,25500.0,,,,1,1,0,0,60+,Ниже среднего
34703,Randell Swaggert,747797.0,3367,Barrons Reach Ave,249092398,747797.0,56.0,80.0,blue,white,male,E768IR,Volvo,S60,36800.0,"very little! Besides, SHE’S she, and I’m I, and--oh dear, how puzzling
",,,1,1,1,0,50-60,Ниже среднего
34716,Robyn Niskanen,497706.0,771,Diellen Rd,945732632,497706.0,83.0,74.0,black,brown,female,52HV85,Pontiac,G5,82900.0,,,,1,1,0,0,60+,Высокий
34722,Santiago Scammahorn,468030.0,510,Antrican Ave,772567096,468030.0,71.0,60.0,amber,black,male,2XO331,Hyundai,Elantra,,"again, sitting on a branch of a tree.
",,,1,0,1,0,60+,Низкий
34723,Ferne Nakhle,177580.0,389,Hundertmark Dr,205938644,177580.0,37.0,76.0,green,blonde,female,HF57X2,Ford,Freestyle,33900.0," Will you, won’t you, will you, won’t you, will you join the dance?
",,,1,1,1,0,30-40,Ниже среднего
34728,Dennise Brodka,712824.0,1025,Tolverne St,279705753,712824.0,67.0,65.0,brown,blue,female,B3H06C,Chevrolet,Monte Carlo,24600.0,,,,1,1,0,0,60+,Ниже среднего
34746,Travis Carli,233867.0,466,Hawick Way,358402664,233867.0,44.0,78.0,brown,blue,male,56L244,GMC,Yukon XL 2500,,"
",,,1,0,1,0,40-50,Низкий
34757,Roscoe Dibari,590311.0,2559,South Middletown Rd,900925649,590311.0,58.0,59.0,black,blonde,male,D4R31R,Mercedes-Benz,S-Class,,"real Mary Ann, and be turned out of the house before she had found the
",,,1,0,1,0,50-60,Низкий
34773,Viki Treworgy,844518.0,3763,Wallum Lake Ave,161336806,844518.0,65.0,63.0,green,blonde,female,F88E6T,Mitsubishi,Eclipse,35500.0,"
",,,1,1,1,0,60+,Ниже среднего
34777,Woodrow Bathrick,571849.0,3430,Cusack Way,662785366,571849.0,78.0,61.0,black,brown,male,B6LT5A,Hyundai,Elantra,,,,,1,0,0,0,60+,Низкий
34796,Vivien Eikmeier,410022.0,3574,Lerose Way,502592018,410022.0,36.0,61.0,black,black,female,242H8Z,Mazda,Miata MX-5,84300.0,,,,1,1,0,0,30-40,Высокий
34821,Minta Hanacek,895099.0,1555,Ramsden Park Dr,481258098,895099.0,39.0,60.0,brown,green,female,J2B8C7,Chrysler,Concorde,,,,,1,0,0,0,30-40,Низкий
34831,Rodolfo Shelstad,110991.0,1215,Pheasant Brook St,172921379,110991.0,25.0,59.0,amber,black,male,75Q187,Chevrolet,Classic,55200.0,,,,1,1,0,0,20-30,Выше среднего
34840,Kayleen Eberley,453694.0,906,Egbert Circle,628831586,453694.0,56.0,63.0,black,blue,female,K7SA3S,Jaguar,XJ,,,,,1,0,0,0,50-60,Низкий
34856,Moses Stablein,289723.0,760,Whittredge Circle,674880129,289723.0,62.0,79.0,green,red,male,X0DV2R,Honda,Element,31700.0,"As there seemed to be no chance of getting her hands up to her head, she
",,,1,1,1,0,60+,Ниже среднего
34873,Isiah Gero,314880.0,1880,Frisk Dr,699165016,314880.0,53.0,68.0,green,white,male,AJ213B,Volkswagen,Passat,18400.0,,,,1,1,0,0,50-60,Ниже среднего
34880,Otis Reynoso,634697.0,2443,Morgantine Circle,736903982,634697.0,41.0,73.0,blue,green,male,Q4M6UD,Honda,Odyssey,36400.0,,,,1,1,0,0,40-50,Ниже среднего
34886,Savanna Clance,777504.0,884,Heiskell Dr,811948080,777504.0,24.0,55.0,blue,red,female,O31D40,GMC,Savana 1500,29600.0,,,,1,1,0,0,20-30,Ниже среднего
34889,Katherine Dlobik,919010.0,3798,Manitoba Dr,948319553,919010.0,23.0,69.0,blue,black,female,T14WE0,Bentley,Continental Flying Spur,,"dear, certainly: but now run in to your tea; it’s getting late.’ So
",,,1,0,1,0,20-30,Низкий
34894,Danyel Skiles,874481.0,555,Raynville Blvd,773800645,874481.0,88.0,74.0,amber,red,female,007NU2,Nissan,Quest,58600.0,,,,1,1,0,0,60+,Выше среднего
34898,Edmundo Zagacki,469204.0,815,Beauvoir Circle,885844033,469204.0,26.0,52.0,blue,brown,male,031461,Saab,9-2X,,"sudden change, but very glad to find herself still in existence; ‘and
",,,1,0,1,0,20-30,Низкий
34918,Tamisha Knknown,348644.0,2537,Lenington St,624853240,348644.0,25.0,70.0,amber,black,female,L0YP1B,Dodge,Ram 2500,45100.0,,,,1,1,0,0,20-30,Выше среднего
34919,Alexandra Burgard,226011.0,2434,Narwee Blvd,322574234,226011.0,46.0,52.0,brown,blue,female,4M60J1,Toyota,Prius,,,,,1,0,0,0,40-50,Низкий
34922,Elliott Sieja,187595.0,2750,Wolli Way,564480735,187595.0,26.0,67.0,amber,black,male,23JG23,Mercedes-Benz,SLS AMG,87900.0,,,,1,1,0,0,20-30,Высокий
34931,Dorian Freeborn,295496.0,688,Avitar Blvd,825212599,295496.0,71.0,65.0,amber,blonde,male,6K24AO,Audi,A3,89200.0,,,,1,1,0,0,60+,Высокий
34953,Carlton Stefani,206712.0,2209,Blais Farm Circle,388369745,206712.0,53.0,77.0,amber,red,male,GU8521,Mitsubishi,Endeavor,12400.0,"
",,,1,1,1,0,50-60,Ниже среднего
34955,Robbie Dering,857252.0,1264,Healdsburg Way,135617031,857252.0,69.0,55.0,black,brown,female,CT13EM,Lexus,RX,23400.0,"shut up like a telescope! I think I could, if I only knew how to begin.’
",,,1,1,1,0,60+,Ниже среднего
34960,Tanner Papadakis,871580.0,3268,Mireval Blvd,993839049,871580.0,67.0,62.0,brown,red,male,137Z7A,Kia,Spectra,56600.0,"eagerly, half hoping that the Mouse had changed his mind, and was coming
",,,1,1,1,0,60+,Выше среднего
34961,Solomon Decourcey,824178.0,497,Delaine Circle,487036949,824178.0,29.0,77.0,green,blue,male,80B61S,Plymouth,Voyager,44700.0,"
",,,1,1,1,0,20-30,Выше среднего
34962,Basil Junge,153600.0,212,Three Lakes Rd,899576470,153600.0,59.0,72.0,green,grey,male,87UVR7,Chevrolet,Blazer,12300.0,"‘And how many hours a day did you do lessons?’ said Alice, in a hurry to
",,,1,1,1,0,50-60,Ниже среднего
34965,Clayton Marvray,117539.0,564,Brickstone Rd,658214059,117539.0,30.0,73.0,brown,grey,male,C57CO2,Jaguar,XJ Series,,"sweet-tempered. I only wish people knew that: then they wouldn’t be so
",,,1,0,1,0,20-30,Низкий
34985,Sherryl Baquero,387882.0,657,Sherington St,381827245,387882.0,42.0,76.0,brown,green,female,ZJK160,Oldsmobile,Silhouette,73800.0,"cupboards and book-shelves; here and there she saw maps and pictures
",,,1,1,1,0,40-50,Высокий
34986,Lawrence Lallemand,390090.0,84,Birtles Circle,927057019,390090.0,40.0,76.0,amber,blonde,male,5VU618,Volkswagen,Passat,,"lonely and low-spirited. In a little while, however, she again heard
",,,1,0,1,0,30-40,Низкий
34993,Charley Reyer,727791.0,1351,Dune Forest Ave,872761362,727791.0,77.0,78.0,amber,green,male,H366TV,Ford,Escape,313700.0,"the m--’
",,,1,1,1,0,60+,Высокий
35002,Jim Schweer,754705.0,177,Portshire St,460477040,754705.0,78.0,68.0,brown,red,male,85ZV6O,Volvo,S60,89600.0,"‘What IS a Caucus-race?’ said Alice; not that she wanted much to know,
",,,1,1,1,0,60+,Высокий
35017,Azzie Simpton,119795.0,3886,S Brookshore Circle,793231668,119795.0,35.0,81.0,black,brown,female,TE1S53,Mercedes-Benz,Sprinter 2500,,,,,1,0,0,0,30-40,Низкий
35033,Damian Coley,624763.0,3499,Winding Bluff Blvd,363075070,624763.0,29.0,76.0,brown,grey,male,VE5B0X,Porsche,Cayenne,,,,,1,0,0,0,20-30,Низкий
35036,Andy Early,443427.0,1226,North Beeches Way,261679115,443427.0,42.0,55.0,blue,grey,male,Q16D1E,Lincoln,MKS,51900.0,"
",,,1,1,1,0,40-50,Выше среднего
35039,Javier Yant,899328.0,2669,Greenock Dr,702650473,899328.0,51.0,52.0,brown,grey,male,3O4SP0,Acura,ZDX,71300.0,,,,1,1,0,0,50-60,Высокий
35050,Jennine Vadlamudi,122935.0,2397,Vann Ave,352819134,122935.0,58.0,72.0,green,black,female,ERN818,Lincoln,Continental,34000.0,,,,1,1,0,0,50-60,Ниже среднего
35072,Reva Worrall,680557.0,2807,David Ave,549192321,680557.0,20.0,75.0,green,white,female,8DBZN5,Lexus,RX,60500.0,,,,1,1,0,0,<20,Выше среднего
35077,Randi Mcpeck,547971.0,2895,Saltaire Ave,715086319,547971.0,27.0,78.0,black,green,female,084Y68,Volvo,S60,,,,,1,0,0,0,20-30,Низкий
35110,Tory Bottone,124072.0,1860,Irkdale Rd,530161833,124072.0,43.0,76.0,brown,grey,male,0CYU5Q,Honda,Accord,25100.0,,,,1,1,0,0,40-50,Ниже среднего
35116,Linnea Varda,231955.0,503,Woodrail Blvd,735565707,231955.0,41.0,63.0,black,blue,female,J7C7ID,BMW,X5,81400.0,,,,1,1,0,0,40-50,Высокий
35118,Thersa Kirvin,533887.0,65,Poynes Ave,837983090,533887.0,24.0,65.0,amber,red,female,7EJ0FB,Chevrolet,Malibu,,,,,1,0,0,0,20-30,Низкий
35119,Estella Rumbley,195663.0,1293,Baptist Dr,614150988,195663.0,33.0,75.0,amber,blonde,female,Y8U21Y,BMW,Z4 M,,,,,1,0,0,0,30-40,Низкий
35120,Burma Mccuen,110018.0,2581,Scratchers Way,471299973,110018.0,57.0,64.0,brown,grey,female,MN25TF,Volkswagen,CC,73500.0,"moved into the Dormouse’s place, and Alice rather unwillingly took
",,,1,1,1,0,50-60,Высокий
35130,Lisha Bosa,131022.0,3023,Clement Royds Ave,798875740,131022.0,84.0,58.0,amber,black,female,F11HG0,Lexus,IS,62400.0,"The Fish-Footman began by producing from under his arm a great letter,
",,,1,1,1,0,60+,Выше среднего
35144,Kecia Mcdannold,474434.0,204,Kentmere Dr,263066406,474434.0,22.0,82.0,blue,green,female,6YTW0I,Jaguar,XJ,,"beginning with the end of the tail, and ending with the grin, which
",,,1,0,1,0,20-30,Низкий
35153,Ta Kurohara,532650.0,3711,South Langworthy Circle,458159100,532650.0,52.0,58.0,black,red,female,7T4751,Maserati,GranTurismo,,,,,1,0,0,0,50-60,Низкий
35177,Glennis Ottalagano,387875.0,282,Waltermire Rd,381943553,387875.0,69.0,77.0,black,black,female,87K4F4,Audi,A8,,"‘The reason is,’ said the Gryphon, ‘that they WOULD go with the lobsters
",,,1,0,1,0,60+,Низкий
35184,Joaquin Menge,587284.0,3759,Bonus St,800769952,587284.0,22.0,73.0,blue,black,male,50827R,Chevrolet,G-Series 2500,41200.0,,,,1,1,0,0,20-30,Выше среднего
35231,Florentino Roselle,463950.0,1486,Potomac Oaks Rd,873656014,463950.0,86.0,57.0,green,brown,male,2745PF,Honda,CR-V,48400.0,"used--and I don’t keep the same size for ten minutes together!’
",,,1,1,1,0,60+,Выше среднего
35233,Jon Singerman,906934.0,447,Middleton Park St,708118756,906934.0,63.0,80.0,blue,brown,male,78ULED,Porsche,Cayman,,,,,1,0,0,0,60+,Низкий
35244,Yong Vanderweerd,583673.0,3273,Crenna St,190846983,583673.0,73.0,82.0,blue,blonde,male,T20LK0,Dodge,Ram 3500,72800.0,,,,1,1,0,0,60+,Высокий
35247,Tawanna Franey,801570.0,2077,Sudlow Dr,646274846,801570.0,25.0,74.0,green,red,female,611I84,Saturn,Sky,60300.0,"nearly as large as himself, and this he handed over to the other,
",,,1,1,1,0,20-30,Выше среднего
35248,Fidelia Chenot,433851.0,2754,Causton Circle,933047068,433851.0,80.0,74.0,green,black,female,BLP7NZ,Chrysler,Crossfire,,"‘You did,’ said the Mock Turtle.
",,,1,0,1,0,60+,Низкий
35251,Ruby Vanvleck,490041.0,264,Delvino Dr,414770948,490041.0,75.0,79.0,black,blonde,female,6Y5036,Volvo,XC90,36800.0,,,,1,1,0,0,60+,Ниже среднего
35261,Florance Alder,866977.0,699,West Schulte Blvd,808083004,866977.0,46.0,56.0,brown,blonde,female,224PD3,BMW,X6,50300.0,,,,1,1,0,0,40-50,Выше среднего
35262,Arnita Suman,675208.0,1418,Fairstead St,573284584,675208.0,65.0,56.0,blue,blonde,female,8OR6D6,Chevrolet,Cobalt,84500.0,"
",,,1,1,1,0,60+,Высокий
35266,Melvin Adamitis,819944.0,419,Bigginwood St,568081231,819944.0,42.0,59.0,black,white,male,XHQVYX,Infiniti,Q,,"     And pour the waters of the Nile
",,,1,0,1,0,40-50,Низкий
35267,Johana Lugardo,648853.0,830,Dulles Toll St,163403073,648853.0,69.0,73.0,black,red,female,5N4TF0,Lamborghini,Diablo,,"lessons in here? Why, there’s hardly room for YOU, and no room at all
",,,1,0,1,0,60+,Низкий
35273,Olive Brandenburg,483688.0,576,Skiles Way,794143860,483688.0,47.0,74.0,black,brown,female,4626SV,Chevrolet,Corvette,32600.0,"‘Herald, read the accusation!’ said the King.
",,,1,1,1,0,40-50,Ниже среднего
35280,Hyun Barbe,431752.0,2827,Daub Ave,599226378,431752.0,43.0,80.0,blue,blonde,female,W3Q03B,Pontiac,G5,24700.0,"
",,,1,1,1,0,40-50,Ниже среднего
35286,Idalia Domas,420982.0,3739,Hillbrow Circle,925917174,420982.0,37.0,69.0,green,blue,female,6VDGHB,Dodge,Ram 2500,54000.0,,,,1,1,0,0,30-40,Выше среднего
35292,Joannie Mccomber,703765.0,86,New Orchard Dr,165473069,703765.0,47.0,65.0,brown,blue,female,5MU82B,Porsche,Cayenne,50000.0,,,,1,1,0,0,40-50,Выше среднего
35298,Issac Kleis,801387.0,3946,Box Canyon Rd,856065620,801387.0,79.0,55.0,amber,white,male,34W8NT,HUMMER,H1,78400.0,,,,1,1,0,0,60+,Высокий
35300,Peter Schenfeld,619370.0,1069,Folcroft Ave,137539997,619370.0,51.0,75.0,brown,green,male,882G02,Pontiac,Grand Prix,21100.0,"knowing how old it was, and, as the Lory positively refused to tell its
",,,1,1,1,0,50-60,Ниже среднего
35303,Tyesha Guthorn,645212.0,2778,Wuthering Heights Dr,135523673,645212.0,49.0,64.0,amber,green,female,WFDU4I,Mazda,MX-5,51000.0,,,,1,1,0,0,40-50,Выше среднего
35311,Evangelina Leitman,340125.0,2899,Casher Ave,719005872,340125.0,79.0,62.0,blue,green,female,1D8Z5I,Ford,Transit Connect,11800.0,"    Why, I do it again and again.’
",,,1,1,1,0,60+,Ниже среднего
35315,Mike Bliese,210332.0,2676,Trappers Dr,965906262,210332.0,70.0,74.0,green,blue,male,P01SK8,Audi,A8,54600.0,,,,1,1,0,0,60+,Выше среднего
35324,Kraig Dexter,407507.0,3126,Lowander Circle,281805304,407507.0,45.0,68.0,amber,black,male,L76THR,Morgan,Aero 8,51700.0,,,,1,1,0,0,40-50,Выше среднего
35326,Jill Hinchee,282763.0,903,Van Delft Circle,408359091,282763.0,85.0,71.0,blue,black,female,2450IW,GMC,Yukon XL 2500,,"
",,,1,0,1,0,60+,Низкий
35347,Precious Seawell,703218.0,945,Yantlet Way,766161570,703218.0,40.0,63.0,brown,blonde,female,X03E8I,Acura,MDX,86400.0,"
",,,1,1,1,0,30-40,Высокий
35352,Buck Riveroll,376750.0,911,Merten St,682201246,376750.0,26.0,73.0,blue,white,male,2FA88X,Toyota,Matrix,,,,,1,0,0,0,20-30,Низкий
35366,Walton Quilty,748068.0,3811,Sunnylea Blvd,870366611,748068.0,51.0,67.0,amber,brown,male,03J428,GMC,Yukon XL 1500,,"about in the wood, ‘is to grow to my right size again; and the second
",,,1,0,1,0,50-60,Низкий
35379,Jolanda Attard,126537.0,745,Dewoody Ave,730113707,126537.0,54.0,57.0,black,grey,female,540X1W,Cadillac,DeVille,32100.0,,,,1,1,0,0,50-60,Ниже среднего
35380,Olive Maritnez,741125.0,2648,Ravinia Park Rd,194671114,741125.0,24.0,66.0,green,grey,female,0J8H64,Ford,Econoline E150,16600.0,"only too glad to do so.
",,,1,1,1,0,20-30,Ниже среднего
35395,Ming Hanford,654591.0,3593,Upcast Way,280034285,654591.0,59.0,57.0,black,blue,female,S7QU63,Subaru,Impreza WRX,,,,,1,0,0,0,50-60,Низкий
35404,Romana Axt,862661.0,1507,E Craig Ave,333686184,862661.0,78.0,80.0,green,grey,female,16551B,Honda,Pilot,82700.0,,,,1,1,0,0,60+,Высокий
35409,Georgina Derian,540398.0,1999,Franklin Canyon Circle,577036891,540398.0,82.0,79.0,brown,white,female,6E35Y4,Volkswagen,Touareg,51400.0,"it to make it stop.
",,,1,1,1,0,60+,Выше среднего
35415,Shane Saner,533413.0,956,N Rumple Blvd,189592074,533413.0,86.0,59.0,black,red,female,DS6D6G,Toyota,Echo,,"‘Well, be off, then!’ said the Pigeon in a sulky tone, as it settled
",,,1,0,1,0,60+,Низкий
35417,Sherwood Lords,780659.0,1050,Battle Ridge Blvd,699510626,780659.0,44.0,50.0,brown,green,male,H17GA7,Chevrolet,Express 1500,,,,,1,0,0,0,40-50,Низкий
35434,Arnulfo Smit,937488.0,820,Sylvestri St,121590879,937488.0,30.0,66.0,green,blue,male,SD454W,Lexus,LS,78700.0,,,,1,1,0,0,20-30,Высокий
35436,Racheal Heiermann,306536.0,2250,Stylecroft Ave,685503944,306536.0,30.0,55.0,amber,blonde,female,05E3F1,Toyota,Camry,49400.0,,,,1,1,0,0,20-30,Выше среднего
35438,Neil Steichen,694254.0,876,W Circuit St,632209392,694254.0,22.0,59.0,black,blue,male,2Y66M7,Hyundai,Tucson,78800.0,"said the Gryphon: and it set to work shaking him and punching him in
",,,1,1,1,0,20-30,Высокий
35441,Harlan Crespo,696749.0,1272,Cipriano Springs Ave,862760749,696749.0,62.0,82.0,black,blonde,male,V204J6,Audi,A4,77700.0,"‘Then the words don’t FIT you,’ said the King, looking round the court
",,,1,1,1,0,60+,Высокий
35465,Caleb Misenti,992624.0,3211,Ambum Ave,349879178,992624.0,84.0,72.0,blue,red,male,U77010,BMW,M3,,"
",,,1,0,1,0,60+,Низкий
35466,Shalon Trainer,234773.0,1692,Delfield Dr,749780980,234773.0,37.0,52.0,brown,black,female,M5T607,Ford,E250,,"but, alas! the little door was shut again, and the little golden key was
",,,1,0,1,0,30-40,Низкий
35471,Rufus Whitling,721475.0,571,Grisdale Circle,646265936,721475.0,39.0,65.0,brown,blonde,male,6S636M,Lincoln,Navigator,,"whiskers!’
",,,1,0,1,0,30-40,Низкий
35476,Dwain Arflack,547958.0,1267,Cabramurra Ave,235259050,547958.0,48.0,52.0,blue,grey,male,JH2605,Mazda,MX-5,11600.0,,,,1,1,0,0,40-50,Ниже среднего
35498,Coleman Scarset,830546.0,3660,Bury Farm Rd,544945046,830546.0,44.0,51.0,brown,brown,male,14L4BP,Chevrolet,Avalanche 1500,,,,,1,0,0,0,40-50,Низкий
35499,Jordan Cobian,345494.0,2911,Seabiscuit Ave,833100092,345494.0,79.0,55.0,green,grey,male,6ANS2M,Nissan,Frontier,,"Here was another puzzling question; and as Alice could not think of any
",,,1,0,1,0,60+,Низкий
35501,Jeanett Susswein,870807.0,1077,Willandra Ave,835994346,870807.0,41.0,77.0,green,white,female,4RQENX,Chevrolet,S10,23800.0,,,,1,1,0,0,40-50,Ниже среднего
35503,Cindy Salle,662584.0,2736,Wilmslow Old Way,184294205,662584.0,29.0,51.0,amber,red,female,GHAYHB,Ford,Ranger,393000.0,"
",,,1,1,1,0,20-30,Высокий
35506,Winfred Gulan,542357.0,947,Starch House Way,103046587,542357.0,83.0,50.0,amber,blue,male,0VAPVS,Dodge,Intrepid,17000.0,"‘You couldn’t have wanted it much,’ said Alice; ‘living at the bottom of
",,,1,1,1,0,60+,Ниже среднего
35523,Beulah Januszewski,711556.0,653,Rambling Ridge Way,774484667,711556.0,40.0,77.0,brown,black,female,CDW1Z5,Dodge,Caravan,89200.0,"she fell past it.
",,,1,1,1,0,30-40,Высокий
35527,Georgene Slawson,763007.0,2163,Innovation Dr,382555231,763007.0,44.0,80.0,black,black,female,504RI6,Land Rover,LR2,83900.0,"
",,,1,1,1,0,40-50,Высокий
35528,Gregg Benken,523872.0,1293,Baldwin Lake Blvd,764139185,523872.0,72.0,63.0,amber,green,male,C01Y80,Chevrolet,Colorado,39800.0,"standing before them, in chains, with a soldier on each side to guard
",,,1,1,1,0,60+,Выше среднего
35535,Cordie Muscente,874844.0,1066,Haggard Blvd,421458059,874844.0,69.0,63.0,amber,red,female,0ALHFC,Nissan,Sentra,76800.0,,,,1,1,0,0,60+,Высокий
35557,Della Balangatan,492380.0,189,Flockton Circle,420656638,492380.0,48.0,78.0,blue,white,female,7P6228,Ford,Focus,41100.0,,,,1,1,0,0,40-50,Выше среднего
35575,Stewart Reitman,953635.0,2433,Echunga Blvd,350827948,953635.0,28.0,65.0,brown,blonde,male,121051,Honda,Accord,61200.0,"bottle that stood near the looking-glass. There was no label this time
",,,1,1,1,0,20-30,Выше среднего
35576,Violette Wittner,581983.0,2328,Prindiville St,330880887,581983.0,60.0,57.0,brown,brown,female,840V04,GMC,Savana 3500,55900.0,"anxiously over his shoulder as he spoke, and then raised himself upon
",,,1,1,1,0,50-60,Выше среднего
35586,Sharee Lohwasser,505573.0,198,Tod William Way,245220391,505573.0,18.0,66.0,black,white,female,I3828E,Dodge,Nitro,61500.0,,,,1,1,0,0,<20,Выше среднего
35603,Rosamond Peltzer,168157.0,2604,Graves Ave,917662955,168157.0,87.0,67.0,blue,grey,female,61JQEI,Spyker,C8 Spyder,49800.0,,,,1,1,0,0,60+,Выше среднего
35608,Lynwood Chretien,147514.0,469,South Cargo Circle,316239540,147514.0,33.0,71.0,brown,brown,male,0FNF51,Jeep,Wrangler,,"
",,,1,0,1,0,30-40,Низкий
35611,Jesse Korbal,623044.0,1670,Reighton Way,949694414,623044.0,83.0,66.0,brown,green,female,V50DH8,Suzuki,Kizashi,89600.0,"tears, until there was a large pool all round her, about four inches
",,,1,1,1,0,60+,Высокий
35613,Antonio Valliant,197418.0,2986,Paxman Rd,776872913,197418.0,66.0,79.0,brown,white,male,0G2EIX,GMC,1500 Club Coupe,50800.0,"It’s enough to drive one crazy!’
",,,1,1,1,0,60+,Выше среднего
35622,Rueben Faretra,487458.0,2405,Hillydeal Dr,951242024,487458.0,43.0,73.0,brown,black,male,153RX7,Volvo,V70,,"
",,,1,0,1,0,40-50,Низкий
